gene	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	SC_NH4_GAL_20181023
RSR1	-0.507592	-0.345101	-0.1906		-0.915465	-0.660931	-0.864664
RGL1		-0.706352	-0.235623	-0.112058	-1.818022	-1.443762	-2.012054
GIP2	-0.068534	-0.067194	-0.22108	-0.329826	-0.586324	-0.116296	-0.826964
PMT6	-0.094144	-0.178072	-0.22547	-0.390326	-0.677533	-0.292167	-0.912372
MPD2		-0.405979	-0.162545	-0.507203	-1.037235	-0.264565	-1.264974
ARA2	0.028258	-0.18685	-0.397389	-0.247485	-0.912677	-0.923261	-1.388896
YDR239C	-0.004586	0.139676	-0.456265	-0.219523	-0.740467	-0.572209	-1.159534
MHP1	-0.135269	-0.264843	-0.272485	-0.075501	-0.632787	-0.316053	-0.783136
CMK2	-0.080299	-0.297511	-0.204738	-0.119737	-0.644183	-0.274039	-0.883452
GLC8	-0.563344	-0.489609	-0.51143	-0.26871	-1.962635	-1.536318	-3.005991
YKL075C	-0.04659	-0.219665	-0.187848	-0.074383	-0.809225	-0.442301	-1.30545
ARX1	0.236895	-0.961618	-0.549261	-0.494659	-1.806266	-1.230039	-2.907385
CIR1	-0.031943		-0.211041	-0.225899	-0.610148	-0.430623	-0.973427
YOR062C	-0.499828	0.215732	-0.521313	0.085634	-0.668694	-0.778916	-0.778037
GAS2	-0.000412	0.237347	-0.485181	0.135185	-0.90089	-0.501902	-0.888394
GIS1		0.165034	-0.262637	0.200351	-0.794521	-0.594773	-1.061112
YDR215C	-0.186781		-0.842392	-1.042846	-2.139215	-1.491125	-1.867524
CSC1	-0.018359	0.087521	-0.452187	-0.462606	-0.838861	-0.527916	-0.496805
RAD14	0.508571	-0.274466	-0.732257	-0.87164	-1.661737	-0.912347	-1.882395
MIG2	0.155309	-0.031211	-0.360745	-0.310181	-0.446172	-0.263105	-0.536113
PSY1	0.214436		-0.516788	-0.521316	-1.169427	-1.129961	-0.85774
RRT13		-0.727642	-0.403116	-0.439189		-0.81055	-0.671088
YLR280C	0.33465		-0.413455	-0.519375	-1.155765	-0.681701	-0.502812
BIO2	-0.159114	-0.77322	-0.236281	-0.565412	-0.870675	-0.370201	-0.907381
YPL225W	-0.064594	-0.607123	0.129795	-0.60927	-0.943949	-0.367396	-0.865236
IMH1	-0.118217	-0.222451	0.194507	-0.202582	-0.38281	-0.17393	-0.46045
HOT1	-0.230131	-0.340333	0.026465	-0.296597	-0.770478	-0.443706	-0.78796
YLL054C	-0.073618	-0.175183	0.051151	-0.234981	-0.244172	-0.261598	-0.505606
TRM7	0.177131	-0.574565			-0.908659	-0.710415	-1.142623
IML2	0.338229		0.172925	-0.486254	-0.961886	-0.753353	-1.426196
SKI3	-0.089004	-0.30186	0.090155	-0.304926	-0.712472	-0.697714	-1.021396
RPL17B	-0.057733	-0.711471	-0.102563	-1.029202	-1.533424	-1.721592	-1.633731
EMP65		-0.238438	-0.037194	-0.404868	-0.581619	-0.569099	-0.760571
RPS7B	0.085763	-0.067309	0.156499	-0.449183	-0.681712		-0.753451
UTP30		-0.198819	0.17289	-0.527757	-0.749859	-0.562225	-0.674885
YGL199C	-0.194154	-0.678451	0.048014	-0.511005	-0.954757	-0.866787	-0.69924
YOR248W		-0.38674	0.141136	-0.376149	-0.352976	-0.50281	-0.480078
NTO1	0.097653	-0.72285	-0.042463	-0.546212	-0.342777	-0.674749	-0.524463
OXP1	0.11449	-0.043807	-0.200117	-0.285371	-0.061817	-0.334361	-0.338609
FLO10	0.026986	-0.19263	-0.385863	-0.753752	-0.346344	-0.467143	-0.800188
VEL1	0.010027	-0.300583	-0.506856	-1.052674	-0.747279	-0.829519	-1.936571
CLA4	-1.537656	-1.259345	-1.010471	-3.829073	-2.273209	-4.154043	-4.745134
FAB1	-0.976872	-0.831157	-0.631418	-3.008179	-1.841644	-3.852168	
BNI4		-1.609416	-0.730322	-3.860637	-2.474903	-3.780008	-3.366262
YLR287C	-0.577935	-0.158996	-0.267124	-0.84497	-0.999392	-1.017344	-1.582314
SRL4		0.006966	-0.048228	-0.282246	-0.281105	-0.432704	-0.545425
PYC2		-0.115884	-0.132966	-0.804813	-0.69084	-0.756048	-0.959082
LIF1	-0.219676	-0.044424	0.087079	0.230987	-0.503947	-0.166998	-0.59077
ENV9	-0.357735	0.089678	0.002499	0.44413	-0.801768	-0.193738	-1.132607
AAD3	-0.602701	0.239547	-0.28422	0.404895	-0.815648	-0.208529	-1.335559
YNL319W	-0.161073	0.17828	0.336528	0.050666	-0.296621	-0.117332	-0.803369
HXT4	-0.18477	0.291859	0.108208	0.31774		-0.458471	-1.958719
STM1	-0.249739	0.322794	-0.117896	-0.115112	-1.394859	-0.960741	-2.937209
ODC1	-0.058913	0.150074	0.054972	0.004161	-0.313803	-0.155012	-0.45804
EMP70	-0.241382	0.094915		0.174857	-0.725311	-0.306282	
YDR541C			0.128259	0.047466	-0.197659		-0.971977
PEP4	0.018656	-0.084992	0.022682	0.173609	-0.289693	-0.280882	-0.414447
YLL044W		-0.06309	0.126614	0.154877	-0.226691	-0.256355	-0.341795
PDH1	0.015711	-0.057689	0.102475	0.283572	-0.387951	-0.221069	-0.609532
COS1	-0.070376	-0.195072	0.043913	0.291155	-0.602741	-0.304078	-0.699678
YFR054C	0.311589	-0.08601	0.37937	0.226805	-0.706365	-0.353726	-0.952474
MAK32	0.149691	-0.22806	0.308639	0.201647	-0.936962	-0.454531	-1.402839
EMC2	0.331604	-0.485229	-0.130938	-0.132156	-0.466061	-0.591411	-0.627234
CAF20	0.252825	-0.241556	-0.143983	-0.062501	-0.403552	-0.443704	-0.854604
MKT1	0.333994	-0.222166	-0.241338	0.188114	-0.354721	-0.368221	-0.505731
YIR007W	0.204243	-0.325954	-0.243675	0.051188	-0.240338	-0.331911	-0.731424
SYS1	0.038099	-0.402584	-0.344335	0.309887	-0.154723	-0.428135	-0.586024
RPL6B							-0.127364
RTG3							-0.826573
OAF3	0.454051	-0.651459	-0.644178	-0.162639	-0.634627	-0.144254	-0.901289
COG6	0.01741	-0.120712		0.011427	-0.136648		
PAM1		-1.439802	-2.841932		-1.630856	-1.902321	-3.291328
TGL1	0.053418	-0.214076	-0.063693	0.103369	-0.229568		-0.466484
STD1	0.095205		-0.222251	0.186415	-0.60129	-0.111695	-1.112309
BDH2	-0.08824	-0.310653	-0.214491	0.11912	-0.528266		-0.715416
KDX1	0.2581		-0.389143	-0.03562	-0.682727	-0.219865	-1.163605
BAP3		-0.403158	-0.325566	-0.009036	-0.638471	-0.125283	-0.881621
YAL066W	-0.252039	-0.770407	-0.331135	0.108075	-0.583456	0.241213	-1.42625
YER135C		-0.39675	-0.071929	-0.105543	-0.337439	0.176582	-0.754968
DDP1	0.185872		-0.256357	-0.125486	-0.09699	-0.265756	-0.570081
GLN3	0.419393	-1.54728	-1.253702	-0.420551	0.043335	-1.014804	-2.024558
GCG1	0.247021	-0.287578	-0.130413	-0.234896	-0.019535	-0.261238	-0.519347
OSW7	0.174043	-0.366017	-0.310708	-0.260172	-0.18863	-0.665717	-0.703069
BDH1	0.333134			-0.084316	-0.022669		-0.323761
YDR220C		-1.120906	-0.875717	-0.345305		0.284219	-1.369731
NDI1	0.680058	-0.171011	-0.273277	-0.079792	-0.122947	-0.227975	-0.584152
ASI3		-0.402397	-0.840933	0.00488	-0.407043	-0.514293	-1.87879
QDR1	0.151492	0.084431	-0.317502	-0.060249	-0.267924	-0.157059	-0.364555
YJR084W	0.532528	-0.04276	-0.540252	-0.309753	-0.553137	-0.239477	-0.538965
BIT61	0.61514				-0.666848	-0.268906	-0.84607
SSE1		-0.172108	-1.19917	-0.440533			-0.62084
YPR015C	0.129152	0.034675	-0.233108	-0.032425	-0.067033	-0.04632	-0.170688
AIM7	0.382054	-0.243168	-0.557856	-0.242306			
CLN1			-0.801223	-0.338599	-0.790168	-1.06725	-1.067981
AIM17	0.363118	-0.317921	-0.674873	-0.224861	-0.852503	-0.569209	-0.635826
KAR4	0.183519	0.010442	-0.33752	-0.14737	-0.295326	-0.527382	-0.357239
YCK3	-0.37466	0.095898	-0.232389	0.265528	-0.120691	-0.391711	-0.062345
VPS21	-2.002216	0.526132	-1.311456	0.561988	-0.519831	-0.83414	-0.905057
RGM1	-0.700834	-0.010616	-0.083247	0.057798	-0.259361	-0.620118	-0.286773
ENB1	-0.760044	0.077071	-0.15725	0.147565	-0.627702	-0.730394	-0.192826
YCL062W	-0.573606	0.578943	0.024311	0.210578	-0.409853	-1.002486	-0.696565
RMT2	-0.038566	0.252489	-0.118435	-0.007201	-0.201078	-0.269822	-0.190851
ATP12	-0.0373				-0.18175		-0.24639
MUK1	-0.151067	0.147419	-0.113426	-0.010394			
RSN1	-0.405853					-1.574827	
MRPL15			-0.551479		-1.037558	-2.812076	
CNN1		0.289601	-0.078594	-0.000136	-0.072693	-0.366944	-0.210909
SHU1	-0.15421				-0.266577	-0.253619	-0.280405
SED1	-0.742158	0.453853	-0.204333	0.690753			
MFA2		0.111318	0.001971	0.202754	-0.520177	-0.539492	-0.313179
PAU2	-0.128186	0.16791	-0.056159	0.172948	-0.413486	-0.315723	-0.119451
YSY6	-0.124388	0.200425	-0.169456	0.300521	-0.362097	-0.292267	0.057039
ALF1	-1.223673	0.867119	-1.670004	0.156171	-1.489495	-0.782309	-0.531182
CSM2	-0.800974	0.260456		0.559895			
SUB1	-2.985305		-2.546472		-1.959252	-0.834663	-0.140465
SPS19	-0.4433		-0.424106	0.171799	-0.423356	-0.104582	0.042539
YNL295W	-0.369985	0.039718	-0.860624	0.210154	-0.481469	-0.116552	0.040807
YPR039W	-0.280816		-0.701979	0.254	-0.56846	-0.522439	-0.181114
SOL4	-0.232094	-0.148592	-0.309138	0.146923	-0.387336	-0.275776	-0.190494
SEC22	-0.521053	-0.12237	-0.80278	0.331644	-0.530818		-0.453635
POG1	-0.872978		-1.351358	-0.191251	-0.537297	-0.521331	-0.798976
YNL089C	-0.571482	-0.126103	-0.914912	0.012962	-0.519982	-0.242848	-0.292985
ENT4	-0.648731	-0.68955	-1.378388	0.160258	-0.981184	-0.501649	-0.595052
YPL077C	-0.865941	-0.386885	-1.405872	-0.125798		-1.039361	0.042629
YLR171W	-0.719455	-0.277625	-1.42674	-0.090415	-0.84529	-0.837834	
RPA34	-1.001711		-1.129928	-0.235451	-0.646923	-1.088714	-0.3945
YIM1	-0.417941	-0.01682	-0.468265	-0.085252	-0.317804	-0.417022	-0.147993
SGM1	-1.387552	-0.324075	-1.46039	-0.222743	-0.332915	-0.638962	-0.271179
PHO13	-0.94777	-0.43558	-0.878238	0.369217	-0.463226	-0.271251	-0.183832
MGA2		-0.806419	-1.06989	0.581353	-0.523412		-0.284746
YLR444C	-1.05249	-0.434843	-1.169245	0.140822	-0.323423	0.013297	-0.411163
YPR090W	-0.782865	0.277182	-0.351927	0.002163	-0.720695	0.186851	0.089157
PLB3	-0.243596	0.18021	-0.050576	0.01726	-0.329721	0.149581	0.025782
BNI5	-0.681011		-0.471703	-0.109726	-0.541859	-0.00479	0.025482
TCB3	-0.405576	0.544922	-0.386328	-0.092884	-0.381288	0.085961	-0.025265
HLR1	-1.001361		-1.212848	-0.103601	-0.529468	0.122168	-1.046911
AVT2		0.44765	-0.555201	-0.038982	-0.199318		-0.450595
CLB3	-1.016898		-0.480209	0.086731	-0.359865	0.056786	-0.584906
VPS8	-2.454908	0.973516	-0.523273	0.039545			
GTT3			-1.004325	0.072246	-0.813253	-0.155895	-0.42538
YPR084W	-0.102959	0.195606	-1.011599	-0.229272			
YTP1	-0.752071			-1.67361	-1.510554	-1.040228	-1.048775
RGS2	-0.169937	0.192132	-0.368128	-0.317295	-0.400274	-0.046302	-0.537725
YMR326C	-0.141472	0.026109	-0.949572	-0.545985			-1.391824
SSH4	-0.074058			-0.431229	-0.466509	-0.334011	-1.010696
LST7	-0.928872	-0.568509	-2.298266	-1.357588	-1.163135	-0.603298	-2.429919
SLI15	-0.449227	-0.654126	-1.330275	-0.595022	-1.305064	0.422914	-0.490432
MEP2	0.040249	-0.105033	-0.669546		-0.318242	-0.115034	-0.299725
YPL088W		-0.01895	-0.903845	-0.159167	-0.448927	-0.16411	-0.388274
YIL168W	-0.057708		-0.459097	-0.053238	-0.458516	-0.081565	-0.182437
PBP1	-0.53865		-1.628973	-0.328245	-0.547814	0.163443	-0.857689
LDS2	-0.22334	0.002181	-0.898888	-0.254592		0.204166	-0.551291
RAD18	-0.421392	-0.609342	-0.738239	-1.134314	-0.382809	-0.580423	0.302673
PUF3	-0.579351	-0.970679	-0.726676	-1.704786	-0.373148	-1.078254	0.269413
NIP100	-0.959781	-1.379715	-0.948501	-1.843223	-0.271555	-0.91156	0.174261
FRE5	-0.95598	-0.722903		-0.871874	-0.411621	-0.908228	
RAD50		-1.287022	-0.234094	-1.639551	-0.696178		0.60765
SNT1	-1.070458	-1.286362	-0.707551	-1.879287	-1.209839	-2.034522	0.586157
ATG18	-0.635638	-0.476953	-0.353345	-0.637726	-0.448604	-0.55477	0.14538
BUD2	-0.620519	-0.681824		-1.002809	-0.748636	-0.662594	0.206768
KEX2	-1.92398	-2.316317	-0.374753	-2.106398		-1.174359	
SHM2					-0.704671	-0.881706	-0.254884
DPB4	-0.612433	-1.14203	-0.484901	-0.720133	-0.863142	-0.662411	0.139806
YOL131W	-0.002997	-0.665259	0.132176	-0.504602	-0.549132	-0.50215	-0.10538
COM2	-0.093791	-0.348032	-0.066091	-0.137344		-0.343545	0.073375
YOL050C	-0.56663	-1.272331	-0.239887	-0.277518	-1.328883	-1.285734	-0.065636
YML096W	-0.498509	-0.423751	-0.048469	-0.26104	-0.771439	-0.89399	-0.066471
YLR460C		-0.329723	-0.019951	-0.393941	-0.589924	-0.797505	0.13157
CKA2	-1.770764	-1.049183	-1.04144	-0.514563	-0.484723	-3.092645	0.03644
EOS1	-0.765831	-0.732073	-0.768763	-0.066959		-1.493205	0.239121
NCS2	-1.820962	-2.062653	-2.029676	-0.616652	-0.968721	-3.110578	0.47575
FUN26	-0.503025	-0.168782	-0.460701		-0.077791	-0.645088	0.11452
TSA1		-0.517297	-1.149306		-0.304019	-1.235872	0.182273
BUD31	-1.702946	-1.6002	-2.500408	-1.452861	-1.976482	-5.466657	1.378759
TGL5	-0.291096	-0.506859	-0.349587	-0.272512	-0.560048	-1.348434	0.164203
ILM1	-2.088583	-2.143791	-2.551326	-1.694296	-2.612365	-5.021872	0.227723
FBP1	-0.398984		-0.184538	-0.004927	-0.159663	-0.668983	0.031618
SHU2		0.109121	-0.16888	0.006935		-0.418636	0.060141
KRE1	-1.585721	-1.947502	-1.057338	-1.688624	-0.777903	-4.470156	0.234254
FPS1	-1.847371	-2.590045	-2.308071	-2.481455	-0.392194	-5.353697	-0.976181
OPI11	-1.821258	-1.602516	-1.46283	-1.455053	-0.215324	-2.507034	-0.326574
ELP2	-1.371701	-1.665672	-2.336472	-1.991037	-1.66497	-2.962022	-0.421332
RPS27B	-1.869759	-1.704155	-2.216663	-2.479199	-1.420157		-0.374181
RVS161	-2.223213	-2.731762	-2.246903	-2.924335	-1.522908	-3.114364	-0.703023
BUB1	-1.060368	-1.617843	-2.019796	-1.840003			-0.917783
HXT14	-0.092194	-0.150493	-0.19193	-0.152201	-0.237076	-0.459696	-0.124484
SRB5	-1.219628	-0.900546		-0.935956	-0.878622	-4.042936	-2.11021
BRE2	-1.292361	-1.359654	-2.016166	-1.379729	-1.352932	-3.094815	-1.245323
RPL43A	-2.351269	-2.246825	-3.673956	-1.069761	-1.594339	-4.84897	-1.588689
YML095C-A	-1.082766	-1.252108	-1.285331	-1.419934	-1.98211	-3.436932	-1.867077
RPA12	-0.909811	-0.853158	-0.497371	-0.495309	-0.956327	-1.331511	-0.662265
TVP38		-0.686841		-0.427393	-0.784273	-1.179774	-0.843141
VAB2	-0.71147	-0.790866	-0.456248	-1.007951	-0.522934	-1.441326	-0.876496
YKR047W		-1.801489	-0.409536	-1.491411	-0.919315	-3.059467	-2.029851
YPL102C	-1.640149	-0.376784	-2.755651	-2.286412	-0.755289	-3.185361	-1.432592
YPL247C	-0.69187	0.067835	-0.924585	-0.752847	-0.568253	-0.798529	-0.243368
YER038W-A	-1.218905	-0.5357	-1.467755	-0.962951	-0.336555	-1.150414	-0.92775
VTA1	-1.519299	-0.559886	-1.030798	-0.970807	-0.427911	-1.119417	-0.717601
FIG4	-3.048889	-1.164322	-2.682187	-1.995532	-1.765692	-2.588706	-0.426534
YNL324W	-3.274547	-1.19945	-3.929177	-2.100602	-1.094555	-3.220997	-0.779691
GPX2	-0.769518	-0.617774	0.132678		-1.582741	-0.499025	-0.659072
YPQ2	-0.712391	-0.487554	-0.028069	-0.728597			
IRC10	-0.692807				-1.356171	-0.279011	-0.789204
YKR104W	-0.616068	-0.762574	-0.088725	-0.8451	-1.233341	-0.313094	-0.275058
VIK1		-0.521232	-0.080792	-0.504518	-1.021902	-0.209172	-0.208705
FUM1	-0.133349	-0.830655	-0.261181	-1.381565	-2.043798	-1.221288	-0.324132
BIK1	-0.284273	-1.05722	-0.134409	-0.752589	-2.117221	-0.654789	-0.019873
YGR272C	-0.372925	-0.09175	0.024422	-0.906969	-1.511439		0.183232
NAM7	-0.510413	-0.384965	-0.002293	-0.716188	-1.017173	-0.427785	0.312167
NUP120	-0.802743	-0.436809	-0.973249	-1.761023	-1.744861		1.152486
RAD55	-3.289957	-1.311168	-2.321517			-1.270048	1.990033
PSD1	-1.211145	-0.397424	-0.91275	-2.295817	-1.891537		
SWP82	-1.290967	-0.327445	-0.563676	-1.340571	-1.803976	-0.353973	0.400014
DBP7	-1.356531		-1.971307	-1.620062	-2.450865		0.426315
SLX8	-2.153208	-2.221027	-2.982211	-2.778477	-3.49487	-1.260268	1.028364
ELP4	-2.035671	-0.60035	-2.88357	-2.225719	-2.418064	-0.967639	0.807702
ESC2	-2.188945	-0.852356	-2.397113	-2.27335	-3.308432	-2.744853	1.039278
KTI12	-1.832393	-0.665932	-1.905136	-2.730597	-2.149976	-2.546023	0.663375
YDL176W	-1.501316	-0.492816		-1.832598	-1.8296	-1.507808	0.168302
RNH201	-1.479005	-0.751018	-0.90644	-1.051024	-1.555852	-0.115645	0.275943
PUS6	-1.865286	-1.235542	-1.064621	-1.272187	-2.111769	-0.921456	0.495136
SLA1	-2.354628	-0.943299	-0.8744	-1.689477	-3.118999	-1.21017	1.138194
VPS52	-2.578492	-0.751383	-1.165869	-0.817243	-1.974697	-0.576169	0.826887
GMH1	-1.215999	-0.378833	-0.174715	-0.723997	-1.340785	-0.19426	-0.106131
BCK2	-1.708634	-1.807073	-2.376859	-2.39008	-4.066935	-2.669551	-0.34126
TRM1	-0.451426		-0.957607	-0.608254	-1.110811	-0.641392	-0.164823
LGE1	-1.557853	-2.730808	-2.578001	-2.373058	-3.164682	-2.279761	-0.198991
LDB18	-0.832503	-0.62606	-1.27178	-1.469285	-1.595118	-0.867141	-0.131606
TMA17	-0.112079	-0.536143	-0.443382	-0.400049	-0.636091	-0.219499	0.174801
DAK1	-0.723018	-1.219867	-0.823625	-1.124286	-2.141106	-0.850498	-0.235157
PDR3	-0.475418	-1.054854	-0.757927	-0.715806	-1.41156	-0.28423	0.022958
YOR024W		-1.848667	-1.526311	-1.340219	-2.22578	-0.741833	-0.231831
GRE1	-0.556934	-0.230837	-1.174903	-1.10184	-1.000342	0.069318	-0.106664
YHR022C	-0.264974	-0.238166	-0.989358		-1.007998	-0.189752	-0.009291
AHA1	-0.140917		-0.65824	-0.645027	-0.688171	-0.063932	-0.069619
CTF4		-1.73781	-2.40009	-2.387085	-2.202734		-0.341484
YIR020W-B	-0.0076	-0.273322	-0.418307	-0.574543	-0.356218	-0.312599	-0.104517
YDR132C	-0.136896	-0.28492	-1.038636	-0.774202	-0.835477	-0.432047	-0.333232
SPP1	-0.278659	-0.611012	-0.906797	-0.228962	-1.708958	-1.398964	-0.613643
PFA5	-0.259913	-0.463157	-0.893765	-0.239266	-0.905475	-0.847923	-0.515407
YNL120C	-1.326057	-1.851446	-3.365703	-1.929796	-3.216942	-2.791148	-1.784874
YBR219C	-0.355193	-1.0441	-2.191236	-1.24756	-2.741524	-1.489483	-0.988797
APQ12	-0.796964	-1.243821	-1.501034		-1.715512	-1.984562	0.166559
TDA9	-1.238086	-1.916977	-3.275701	-0.899431	-3.276951	-3.37206	-0.146332
SLG1	-0.839636	-1.795544	-2.112527	-0.63902	-2.487667	-2.383885	-0.597466
SLX5	-1.123915	-2.247796	-1.183872	-1.490943	-3.020949	-2.082098	-0.941848
MOT3	-0.545976	-1.38419	-1.294704	-1.332606	-2.898775	-1.799938	-1.001079
RRM3	-1.711828	-2.107769	-1.796231	-1.839999	-4.22815	-2.332496	-1.725809
SWI6	-1.402923	-1.879533	-1.182049	-1.787433	-2.97957	-3.30874	-0.738099
UBA4	-1.638178	-1.275355	-0.721836	-1.387407	-2.485678		-1.163503
YBL081W	-0.706908	-0.553992	-0.43342	-0.580573		-1.540424	-0.634789
PLB2	-0.391992	-0.358273	-0.260754	-0.401542	-0.906526	-0.818124	
CRC1	-1.003115	-0.599852	-0.667521		-1.845923	-1.518171	-0.804912
YGR242W	-0.495069	-0.370766		-0.665654	-1.098055	-0.740594	-0.370731
ERG5	-0.713441	-0.735594	-0.502133	-0.856084	-1.887194	-1.278844	-0.558159
RPS10A	-1.574714	-0.878142	-1.461948	-0.838337	-1.604562	-2.076817	0.487812
GCN4	-2.564498	-2.581508	-3.521312	-2.58992	-3.031098	-3.738975	0.015139
MMS1	-2.508465	-2.024528	-3.137119	-2.816672	-4.011471	-3.942767	-0.2424
TPM1	-4.069581	-1.278187	-2.862613	-2.769727	-3.65753	-3.644574	-0.491888
YPT7	-2.975693	-1.376595	-2.054992	-1.376222	-3.284168	-3.312984	-0.314776
CCW12	-1.421264	-1.623292	-1.132081	-0.454604	-1.900464	-1.931477	0.115832
KAR9	-1.582455	-1.462562	-0.750036	-0.824053	-1.42028	-1.956061	0.236561
SCS2	-1.427122	-0.806815	-1.713544	0.179566	-2.196984	-1.180853	-0.292135
GIM3	-2.40346	-1.795569	-2.375358	-0.809471	-2.732941	-2.919529	-0.973942
BUD6	-3.936154	-2.539907	-3.064449	-1.480568	-5.180128	-2.890954	-0.981595
YCR043C	-0.281998	-0.051222	-0.431754		-0.725197	-0.014497	-0.001041
ERV41	-0.600806	0.044904	-0.871743	0.092932	-1.038072	-0.12333	-0.357523
OST3	-1.75409	-0.622696	-0.821975	-0.726363	-4.02815	-1.153214	0.369392
UBP6	-0.889081	-0.051486	-0.593051	-0.770767	-2.293343	-0.837383	-0.167706
PMT2	-2.011141	-0.775045	-1.010349	-0.688013	-4.162632	-1.497382	-0.795764
VPS38	-2.641508	-0.90963	-1.897959	-1.558656	-4.624245	-2.162438	-1.423631
ERV25	-1.044174		-0.797976	-0.579139	-2.953615	-0.823025	-0.253361
NTE1	-0.709606	-0.854776		-0.571655	-1.828604		-0.310239
YFL012W	-0.51833	-0.434521	-0.454144	-0.340212	-1.095134	-0.054398	-0.035336
YMR082C	-1.09291		-0.644131		-1.679169	-0.279523	-0.166298
ERP5		-0.539407	-0.977301	-0.271051	-1.915444	-0.198983	-0.443518
YKE4	-0.333164		-0.662184	-0.168235	-0.41628		-0.329588
YCL001W-A	-0.491452	-0.533766		-0.233747		-0.040966	-0.53166
STV1	-0.600165	-0.442998	-0.721883	-0.151252	-0.618154		-0.926531
MKK1	-1.583184		-1.582339	-0.662843	-1.232367	-0.339995	-1.554981
GAS5	-0.410006	-0.33404		-0.107688	-0.310225	-0.054839	-0.467276
PHO81	-0.748741	-0.273079	-1.323699	-0.742592	-1.116456		-0.568344
YBR032W	-0.532405	-0.213461	-1.066686	-0.394328	-0.709075	0.021596	-0.373757
ELC1	-1.077758	-0.504453	-1.394693	-1.086128		0.061762	-0.70043
CPR6	-0.949085	-0.605183	-1.649508	-0.803276	-0.822002	-0.189595	-0.743011
PAC10	-2.328429	-1.268612	-4.136064	-2.673256	-1.687462	-0.852911	-1.870837
PST1	-0.868739	-0.694357	-1.067156	-0.940743	-1.051612	0.031943	-0.917106
CLB4	-0.641685	-0.487908	-1.33069	-0.99476	-1.008066	-0.211749	-0.713038
ATH1	-0.747977	-0.264973	-1.23784	-0.965932	-0.863638	0.127305	-0.881037
VID27	-0.476677	-0.250384	-0.913589	-0.847718			
AZF1			-0.399868	-0.377716	-0.471747	-0.005691	-0.413155
LYS2	-1.370011	-1.806559	-2.651046	-1.676225	-2.391618	-0.46135	-2.331389
RVS167	-1.507779	-1.15331	-2.330711	-1.060453	-1.65686	-0.206458	-1.448235
TMA16	-1.045543	-0.765118	-1.819298	-1.016161	-1.333163	-0.48911	-1.201028
GIM5	-1.260996	-1.757407	-2.932993	-1.182644	-2.273234	-1.11623	-1.381076
TOS1		-1.791234	-3.163947	-1.202867	-2.745822	-0.933542	-1.019803
EMC1	-1.096735	-0.747846	-1.568438	-0.399527	-1.271801	-0.543599	-0.901368
CLN3	-0.529211		-1.809051	-0.849105	-0.670047	-0.482349	-0.604985
PRM5	-0.783422	-0.828211	-2.145863	-0.882859	-1.138841	-0.726519	-0.564314
AGP1	-0.57438	-0.663331	-1.287845	-0.856729	-0.797888	-0.38247	-0.206384
COG1	-0.765204	-1.808955	-2.545904	-2.340002	-1.725308	-0.782456	-1.577078
SRX1		-0.845143	-1.213349	-0.954325	-0.741192	-0.260904	-0.697821
TIF4632	-1.476015	-0.242398	-0.993355	-0.974754	-0.68209	-0.454838	-0.963096
DUS4	-1.403091	-0.495194	-1.240714	-1.402703	-1.018111	-0.544948	-1.461242
PCL1	-1.29809	-0.49531	-1.307783	-1.060836	-0.885331	-0.819634	-0.962947
MOT2	-3.468962	-1.524753	-3.036684	-1.90416	-2.310153	-1.449841	-2.41279
ICE2	-1.780056	-1.533951	-1.540353	-1.757496	-1.154408	-1.323551	-1.328439
SCS7	-2.498215		-2.629247	-2.130907	-1.925719	-1.395885	-2.273374
MMS22		-1.226525	-1.596284	-1.300074	-0.990498		-1.2519
MSK1	-2.372043	-2.347186	-2.829158	-2.982571	-1.369502	-1.419964	-2.576565
HMS2	-0.955563		-0.766479	-0.613371	-0.37877	-0.281021	-0.798488
LTE1	-2.42571	-1.823102	-2.1229	-1.883561	-1.088654	-0.767416	-2.136124
FYV1	-1.807165	-1.527688	-1.49193	-0.897525	-0.460552	-0.745275	-1.497001
EPS1	-1.213791	-0.636824	-1.483643	-0.886499	-0.498779	-0.573756	-0.642551
PKH2	-0.916424	-0.496105	-0.711474	-0.771329	-0.251355	-0.249437	-0.486333
SKM1	-2.247178	-1.441179	-2.704105	-2.355718	-0.104338	-0.949425	-1.789168
YPL260W	-0.363793	-0.382769	-0.255594	-0.411109	-0.49959	-0.080977	-0.251928
PGM2	-0.378907	-0.606406	-0.373632	-0.638563	-0.596573	0.003847	
ASK10	-2.624122	-1.839687	-1.437039	-1.982234	-1.460537	-0.690488	-0.803322
ARP1	-1.536452	-1.333469	-0.915949	-1.013256	-1.112285	-0.185157	-0.844102
HOG1	-2.058475	-3.346374	-2.06248	-0.093359	-2.790772	-1.039243	-0.964815
RKM4	-0.985276	-1.152974	-1.295575	-0.40123	-0.948375	-0.58754	0.037752
YLR255C	-0.62464	-0.626407	-0.522421		-0.70245	-0.398585	-0.093464
ELP6	-2.721384	-2.782633	-3.298489	-1.410472	-3.718524	-1.712555	-0.367593
GAL80	-2.878958	-2.386752	-3.52186	-1.829737	-3.145974	-1.562141	-0.746892
PMP3	-1.385493	-1.994087	-2.271243	-1.092033	-2.180094		-1.319823
